0,256
0,388
0,264
0,10
0,11
0,12
0,141
0,146
0,21
0,278
0,28
0,29
0,287
0,167
0,43
0,428
0,46
0,177
0,178
0,179
0,183
0,184
0,63
0,64
0,322
0,199
0,204
0,471
0,348
0,349
0,102
0,402
0,366
0,239
0,370
0,371
0,247
0,120
0,121
0,255
0,127
1,385
1,10
1,395
1,15
1,16
1,17
1,22
1,27
1,156
1,417
1,166
1,423
1,168
1,28
1,302
1,50
1,181
1,183
1,60
1,466
1,469
1,481
1,99
1,101
1,103
1,444
1,234
1,363
1,120
1,126
2,264
2,10
2,11
2,12
2,13
2,14
2,15
2,16
2,18
2,19
2,20
2,21
2,23
2,25
2,27
2,156
2,157
2,30
2,288
2,422
2,299
2,44
2,46
2,47
2,48
2,57
2,187
2,188
2,317
2,62
2,65
2,67
2,69
2,326
2,328
2,331
2,484
2,337
2,340
2,215
2,88
2,89
2,90
2,223
2,99
2,100
2,231
2,106
2,107
2,108
2,239
2,362
2,147
2,495
2,118
2,119
2,250
2,253
2,383
3,385
3,133
3,10
3,11
3,12
3,13
3,15
3,272
3,152
3,19
3,22
3,24
3,155
3,325
3,292
3,423
3,297
3,429
3,48
3,178
3,307
3,498
3,64
3,66
3,139
3,69
3,268
3,216
3,89
3,476
3,225
3,354
3,99
3,359
3,113
3,114
3,253
3,254
4,257
4,214
4,10
4,11
4,12
4,13
4,273
4,18
4,147
4,20
4,405
4,22
4,23
4,25
4,282
4,157
4,30
4,35
4,36
4,168
4,170
4,48
4,312
4,451
4,69
4,198
4,71
4,460
4,204
4,463
4,86
4,215
4,345
4,474
4,106
4,492
4,366
4,115
4,253
5,258
5,131
5,10
5,11
5,12
5,13
5,14
5,143
5,16
5,147
5,20
5,150
5,281
5,27
5,32
5,33
5,162
5,163
5,420
5,454
5,38
5,424
5,42
5,427
5,178
5,243
5,52
5,53
5,329
5,283
5,313
5,59
5,266
5,62
5,309
5,193
5,68
5,70
5,73
5,331
5,77
5,205
5,340
5,341
5,214
5,216
5,89
5,220
5,480
5,97
5,100
5,101
5,103
5,233
5,234
5,359
5,272
5,367
5,497
5,115
5,245
5,121
5,170
6,409
6,171
6,198
6,393
6,10
6,11
6,12
6,13
6,14
6,47
6,499
6,253
6,340
6,270
6,23
6,185
6,26
6,298
6,202
6,405
7,128
7,10
7,11
7,268
7,13
7,14
7,16
7,17
7,19
7,22
7,23
7,29
7,159
7,38
7,46
7,151
7,445
7,446
7,63
7,74
7,141
7,342
7,216
7,103
7,363
7,367
7,369
7,370
7,245
7,380
8,142
8,133
8,265
8,10
8,11
8,12
8,14
8,15
8,16
8,17
8,20
8,279
8,155
8,284
8,29
8,34
8,291
8,421
8,41
8,171
8,46
8,47
8,304
8,306
8,315
8,138
8,196
8,325
8,455
8,76
8,208
8,81
8,466
8,212
8,85
8,473
8,464
8,101
8,358
8,103
8,361
8,235
8,371
8,121
8,122
8,124
9,299
9,132
9,300
9,10
9,11
9,12
9,13
9,14
9,15
9,272
9,17
9,18
9,403
9,149
9,22
9,24
9,411
9,28
9,29
9,30
9,31
9,32
9,290
9,347
9,36
9,37
9,166
9,40
9,156
9,42
9,43
9,44
9,45
9,432
9,49
9,50
9,438
9,57
9,187
9,190
9,65
9,412
9,452
9,69
9,70
9,454
9,73
9,202
9,269
9,271
9,83
9,284
9,185
9,346
9,143
9,222
9,471
9,228
9,104
9,106
9,402
9,424
9,116
9,120
9,397
9,277
10,11
10,12
10,13
10,14
10,15
10,16
10,17
10,18
10,19
10,20
10,21
10,22
10,24
10,25
10,26
10,29
10,31
10,32
10,33
10,35
10,36
10,37
10,38
10,39
10,42
10,43
10,44
10,48
10,54
10,56
10,57
10,58
10,62
10,72
10,73
10,79
10,86
10,88
10,95
10,100
10,105
10,114
10,115
10,124
10,135
10,151
10,154
10,161
10,165
10,169
10,170
10,177
10,182
10,189
10,190
10,195
10,199
10,201
10,206
10,210
10,218
10,232
10,234
10,247
10,248
10,253
10,257
10,260
10,263
10,266
10,280
10,310
10,313
10,315
10,318
10,328
10,333
10,337
10,354
10,363
10,365
10,369
10,376
10,387
10,389
10,390
10,394
10,401
10,408
10,413
10,418
10,423
10,430
10,438
10,439
10,446
10,459
10,462
10,467
10,470
10,471
10,481
10,498
11,12
11,13
11,14
11,15
11,16
11,17
11,18
11,19
11,20
11,21
11,22
11,23
11,24
11,25
11,26
11,29
11,30
11,31
11,32
11,33
11,34
11,35
11,38
11,48
11,56
11,65
11,66
11,68
11,69
11,75
11,87
11,93
11,96
11,97
11,102
11,103
11,107
11,108
11,110
11,113
11,125
11,129
11,136
11,144
11,154
11,157
11,158
11,166
11,167
11,170
11,174
11,182
11,187
11,205
11,208
11,211
11,212
11,221
11,226
11,227
11,232
11,247
11,255
11,262
11,267
11,272
11,280
11,300
11,305
11,322
11,327
11,340
11,344
11,351
11,353
11,356
11,370
11,407
11,416
11,424
11,430
11,431
11,438
11,443
11,453
11,464
11,468
11,482
11,490
11,493
11,494
11,495
12,13
12,14
12,15
12,16
12,17
12,18
12,19
12,21
12,23
12,24
12,28
12,29
12,31
12,37
12,40
12,42
12,45
12,47
12,49
12,54
12,57
12,58
12,61
12,64
12,66
12,73
12,78
12,84
12,86
12,97
12,99
12,100
12,111
12,113
12,118
12,120
12,123
12,125
12,128
12,133
12,136
12,137
12,138
12,139
12,145
12,151
12,152
12,154
12,155
12,163
12,166
12,168
12,180
12,183
12,191
12,195
12,198
12,205
12,220
12,221
12,223
12,231
12,235
12,236
12,243
12,260
12,299
12,304
12,310
12,318
12,320
12,327
12,330
12,334
12,342
12,356
12,367
12,372
12,380
12,391
12,397
12,401
12,418
12,428
12,434
12,458
12,460
12,477
12,482
12,485
13,14
13,15
13,16
13,18
13,20
13,21
13,22
13,23
13,25
13,26
13,27
13,28
13,29
13,30
13,31
13,34
13,36
13,38
13,39
13,40
13,41
13,47
13,49
13,53
13,54
13,67
13,71
13,95
13,96
13,104
13,105
13,108
13,119
13,123
13,129
13,131
13,135
13,160
13,173
13,175
13,188
13,190
13,192
13,202
13,207
13,211
13,213
13,219
13,221
13,231
13,235
13,243
13,251
13,253
13,256
13,277
13,286
13,292
13,295
13,315
13,316
13,326
13,344
13,346
13,364
13,371
13,372
13,376
13,390
13,408
13,415
13,439
13,440
13,448
13,450
13,465
13,478
13,484
13,487
13,490
13,491
14,15
14,17
14,18
14,21
14,23
14,24
14,27
14,40
14,41
14,42
14,43
14,46
14,47
14,49
14,53
14,54
14,55
14,56
14,58
14,60
14,62
14,68
14,81
14,91
14,92
14,98
14,105
14,109
14,111
14,113
14,114
14,123
14,126
14,135
14,146
14,173
14,180
14,183
14,185
14,187
14,188
14,193
14,194
14,196
14,198
14,203
14,204
14,208
14,227
14,228
14,237
14,254
14,256
14,265
14,267
14,273
14,275
14,303
14,306
14,308
14,316
14,319
14,320
14,322
14,323
14,324
14,327
14,334
14,345
14,387
14,389
14,390
14,397
14,400
14,406
14,409
14,411
14,416
14,446
14,463
14,475
15,16
15,17
15,18
15,19
15,22
15,24
15,25
15,26
15,28
15,30
15,32
15,33
15,34
15,37
15,39
15,41
15,42
15,44
15,45
15,54
15,57
15,60
15,62
15,67
15,71
15,79
15,90
15,97
15,100
15,103
15,107
15,111
15,112
15,114
15,117
15,122
15,123
15,138
15,140
15,149
15,162
15,169
15,177
15,184
15,186
15,187
15,193
15,194
15,207
15,213
15,226
15,227
15,229
15,235
15,238
15,241
15,246
15,247
15,259
15,261
15,313
15,314
15,336
15,338
15,342
15,344
15,350
15,362
15,363
15,374
15,396
15,400
15,401
15,408
15,429
15,437
15,442
15,446
15,472
15,487
15,492
16,17
16,18
16,19
16,20
16,22
16,23
16,24
16,25
